"code","name","formal_name","code_table_item_id_i2","code_table_item_id_i3","code_table_item_id_i1","code_table_item_id_i4","code_table_item_id_i5","code_table_item_id_i6"
"160219410",経皮的腎生検法,経皮的腎生検法,2,3,D,412,2,0
"160219570",顕微内視鏡加算,顕微内視鏡加算,2,3,D,415,0,3
"160219610",経気管肺生検法（仮想気管支鏡）,経気管肺生検法（仮想気管支鏡を用いた場合）,2,3,D,415,4,0
"160219710",経気管支凍結生検法,経気管支凍結生検法,2,3,D,415,5,0
"160219870",乳幼児加算（胸水・腹水採取）,乳幼児加算（胸水・腹水採取）,2,3,D,419,0,2
"160220070",乳幼児加算（Ｂ−Ａ）,乳幼児加算（動脈血採取）,2,3,D,419,0,3
"160220170",乳幼児加算（前房水採取）,乳幼児加算（前房水採取）,2,3,D,419,0,4
"160220270",乳幼児加算（副腎静脈サンプリング）,乳幼児加算（副腎静脈サンプリング）,2,3,D,419,0,5
"160220610",ＥＧＦＲ遺伝子検査（肺癌）,肺癌におけるＥＧＦＲ遺伝子検査,2,3,D,4,2,1
"160220710",ＲＯＳ１融合遺伝子検査（肺癌）,肺癌におけるＲＯＳ１融合遺伝子検査,2,3,D,4,2,1
"160220810",ＡＬＫ融合遺伝子検査（肺癌）,肺癌におけるＡＬＫ融合遺伝子検査,2,3,D,4,2,1
"160220910",ＲＡＳ遺伝子検査（大腸癌）,大腸癌におけるＲＡＳ遺伝子検査,2,3,D,4,2,1
"160221010",ＢＲＡＦ遺伝子検査（大腸癌）,大腸癌におけるＢＲＡＦ遺伝子検査,2,3,D,4,2,1
"160221110",ＨＥＲ２遺伝子検査（乳癌）,乳癌におけるＨＥＲ２遺伝子検査,2,3,D,4,2,1
"160221210",マイクロサテライト不安定性検査（標準的な治療が困難な固形癌）,局所進行又は転移が認められた標準的な治療が困難な固形癌におけるマイクロサテライト不安定性検査,2,3,D,4,2,1
"160221310",Ｋ−ｒａｓ遺伝子検査（肺癌）,肺癌におけるＫ−ｒａｓ遺伝子検査,2,3,D,4,2,1
"160221410",Ｋ−ｒａｓ遺伝子検査（膵癌）,膵癌におけるＫ−ｒａｓ遺伝子検査,2,3,D,4,2,1
"160221510",ＥＷＳ−Ｆｌｉ１遺伝子検査（悪性骨軟部組織腫瘍）,悪性骨軟部組織腫瘍におけるＥＷＳ−Ｆｌｉ１遺伝子検査,2,3,D,4,2,1
"160221610",ＴＬＳ−ＣＨＯＰ遺伝子検査（悪性骨軟部組織腫瘍）,悪性骨軟部組織腫瘍におけるＴＬＳ−ＣＨＯＰ遺伝子検査,2,3,D,4,2,1
"160221710",ＳＹＴ−ＳＳＸ遺伝子検査（悪性骨軟部組織腫瘍）,悪性骨軟部組織腫瘍におけるＳＹＴ−ＳＳＸ遺伝子検査,2,3,D,4,2,1
"160221810",ｃ−ｋｉｔ遺伝子検査（消化管間葉系腫瘍）,消化管間葉系腫瘍におけるｃ−ｋｉｔ遺伝子検査,2,3,D,4,2,1
"160221910",センチネルリンパ節生検に係る遺伝子検査（悪性黒色腫）,悪性黒色腫におけるセンチネルリンパ節生検に係る遺伝子検査,2,3,D,4,2,1
"160222010",ＥＧＦＲ遺伝子検査（大腸癌）,大腸癌におけるＥＧＦＲ遺伝子検査,2,3,D,4,2,1
"160222110",Ｋ−ｒａｓ遺伝子検査（大腸癌）,大腸癌におけるＫ−ｒａｓ遺伝子検査,2,3,D,4,2,1
"160222210",マイクロサテライト不安定性検査（リンチ症候群の診断の補助）,大腸癌におけるマイクロサテライト不安定性検査（リンチ症候群の診断の補助を目的とする場合に限る。）,2,3,D,4,2,1
"160222310",ＢＲＡＦ遺伝子検査（肺癌）,肺癌におけるＢＲＡＦ遺伝子検査,2,3,D,4,2,1
"160222410",ＢＲＡＦ遺伝子検査（リアルタイムＰＣＲ法）（悪性黒色腫）,悪性黒色腫におけるＢＲＡＦ遺伝子検査（リアルタイムＰＣＲ法）,2,3,D,4,2,1
"160222510",ＮＴＲＫ融合遺伝子検査（固形癌）,固形癌におけるＮＴＲＫ融合遺伝子検査,2,3,D,4,2,1
"160222610",遺伝学的検査（容易）（（１）のオに掲げる遺伝子疾患）,遺伝学的検査（処理が容易なもの）（（１）のオに掲げる遺伝子疾患の場合）,2,3,D,6,4,4
"160222710",遺伝学的検査（複雑）（（１）のオに掲げる遺伝子疾患）,遺伝学的検査（処理が複雑なもの）（（１）のオに掲げる遺伝子疾患の場合）,2,3,D,6,4,4
"160222810",遺伝学的検査（極複雑）（（１）のオに掲げる遺伝子疾患）,遺伝学的検査（処理が極めて複雑なもの）（（１）のオに掲げる遺伝子疾患の場合）,2,3,D,6,4,4
"160222910",ＥＧＦＲ遺伝子検査（肺癌）（その他の方法）,肺癌におけるＥＧＦＲ遺伝子検査（その他の方法）,2,3,D,4,2,1
"160223010",ＲＡＳ遺伝子検査（大腸癌）（その他の方法）,大腸癌におけるＲＡＳ遺伝子検査（その他の方法）,2,3,D,4,2,1
"160223110",ＢＲＡＦ遺伝子検査（悪性黒色腫）（その他の方法）,悪性黒色腫におけるＢＲＡＦ遺伝子検査（その他の方法）,2,3,D,4,2,1
"160223170",小児矯正視力検査加算（薬剤使用前後）,小児矯正視力検査加算（散瞳剤又は調節麻痺剤の使用前後各１回）,2,3,D,261,0,4
"160223350",ＳＡＲＳ−ＣｏＶ−２核酸検出（検査委託）,ＳＡＲＳ−ＣｏＶ−２核酸検出（検査委託）,2,3,D,23,0,14
"160223450",ＳＡＲＳ−ＣｏＶ−２核酸検出（検査委託以外）,ＳＡＲＳ−ＣｏＶ−２核酸検出（検査委託以外）,2,3,D,23,0,14
"160223550",ＳＡＲＳ−ＣｏＶ−２抗原検出,ＳＡＲＳ−ＣｏＶ−２抗原検出,2,3,D,12,0,25
"160223650",ＭＥＴｅｘ１４遺伝子検査,ＭＥＴｅｘ１４遺伝子検査,2,3,D,4,2,1
"160223750",ＭＥＴｅｘ１４遺伝子検査（血漿）,ＭＥＴｅｘ１４遺伝子検査（血漿）,2,3,D,4,2,1
"160223850",ロイシンリッチα２グリコプロテイン,ロイシンリッチα２グリコプロテイン,2,3,D,3,0,9
"160223950",抗リン脂質抗体検査,抗リン脂質抗体検査,2,3,D,14,0,27
"160224050",ウイルス・細菌核酸多項目同時検出（検査委託）,ウイルス・細菌核酸多項目同時検出（ＳＡＲＳ−ＣｏＶ−２核酸検出・検査委託）,2,3,D,23,0,14
"160224150",ウイルス・細菌核酸多項目同時検出（検査委託以外）,ウイルス・細菌核酸多項目同時検出（ＳＡＲＳ−ＣｏＶ−２核酸検出・検査委託以外）,2,3,D,23,0,14
"160224250",ＳＡＲＳ−ＣｏＶ−２抗原検出（定量）,ＳＡＲＳ−ＣｏＶ−２抗原検出（定量）,2,3,D,12,0,25
"160224350",ＲＡＳ遺伝子検査（大腸癌）（血漿）,大腸癌におけるＲＡＳ遺伝子検査（血漿）,2,3,D,4,2,1
"160224450",抗アデノ随伴ウイルス９型抗体測定,抗アデノ随伴ウイルス９型抗体測定,2,3,D,6,4,5
"160224550",サイトメガロウイルスＤＮＡ測定,サイトメガロウイルスＤＮＡの測定,2,3,D,23,0,14
"160224650",トリプシノーゲン２測定,トリプシノーゲン２測定,2,3,D,1,0,10
"160224750",ＳＡＲＳ−ＣｏＶ−２・インフルエンザ核酸同時検出（検査委託）,ＳＡＲＳ−ＣｏＶ−２・インフルエンザ核酸同時検出（検査委託）,2,3,D,23,0,14
"160224850",ＳＡＲＳ−ＣｏＶ−２・インフルエンザ核酸同時検出（検査委託以外）,ＳＡＲＳ−ＣｏＶ−２・インフルエンザ核酸同時検出（検査委託以外）,2,3,D,23,0,14
"160224950",マイクロサテライト不安定性検査（術後大腸癌）,手術後の大腸癌におけるマイクロサテライト不安定性検査,2,3,D,4,2,1
"160225050",マイクロサテライト不安定性検査（体外診断用医薬品を用いる場合）,大腸癌におけるマイクロサテライト不安定性検査（薬事承認又は認証を得ている体外診断用医薬品を用いる場合）,2,3,D,4,2,1
"160225150",冠血流予備能測定検査（循環動態解析装置）,冠血流予備能測定検査（循環動態解析装置によるもの）,2,3,D,206,0,6
"160225250",卵巣癌における相同組換え修復欠損評価検査（腫瘍組織）,卵巣癌における相同組換え修復欠損評価検査（腫瘍組織）,2,3,D,4,2,1
"160225350",薬物代謝酵素ＣＹＰ２Ｃ９遺伝子多型,薬物代謝酵素ＣＹＰ２Ｃ９遺伝子多型,2,3,D,6,7,0
"160225450",インターロイキン−６測定（血清又は血漿）,インターロイキン−６測定（血清又は血漿）,2,3,D,8,0,31
"160225550",ＨＩＶ−１特異抗体及びＨＩＶ−２特異抗体,ＨＩＶ−１特異抗体及びＨＩＶ−２特異抗体,2,3,D,12,0,53
"160225650",ＢＲＣＡ１／２遺伝子検査（治癒切除不能な膵癌患者等・血液）,ＢＲＣＡ１／２遺伝子検査（治癒切除不能な膵癌患者等・血液を検体とするもの）,2,3,D,6,18,2
"160225750",ＢＲＣＡ１／２遺伝子検査（転移性去勢抵抗性前立腺癌・腫瘍細胞）,ＢＲＣＡ１／２遺伝子検査（転移性去勢抵抗性前立腺癌・腫瘍細胞を検体とするもの）,2,3,D,6,18,1
"160225850",ＳＣＣＡ２,ＳＣＣＡ２,2,3,D,14,0,35
"160225950",ＩＦＮ−λ３,インターフェロン−λ３（ＩＦＮ−λ３）,2,3,D,13,0,14
"160226050",骨塩定量検査（ＲＥＭＳ法）,骨塩定量検査（ＲＥＭＳ法）,2,3,D,217,0,2
"160226170",大腿骨同時検査加算（ＲＥＭＳ法）,大腿骨同時検査加算（ＲＥＭＳ法）,2,3,D,217,0,2
"160226250",ＴＦＰＩ２,組織因子経路インヒビター２（ＴＦＰＩ２）,2,3,D,9,0,23
"160226350",百日咳菌抗原定性,百日咳菌抗原定性,2,3,D,12,0,41
"160226450",ＳＡＲＳ−ＣｏＶ−２・インフルエンザウイルス抗原同時検出,ＳＡＲＳ−ＣｏＶ−２・インフルエンザウイルス抗原同時検出,2,3,D,12,0,25
"160226550",レプチン,レプチン,2,3,D,14,0,43
"160226650",ＶＥＧＦ,血管内皮増殖因子（ＶＥＧＦ）,2,3,D,14,0,39
"160226750",鳥特異的ＩｇＧ抗体,鳥特異的ＩｇＧ抗体,2,3,D,12,0,52
"160226850",小腸内視鏡検査（スパイラルフィン内視鏡）,小腸内視鏡検査（スパイラルフィン内視鏡によるもの）,2,3,D,310,0,1
"160226950",ＦＧＦＲ２融合遺伝子検査（胆道癌）,胆道癌におけるＦＧＦＲ２融合遺伝子検査,2,3,D,4,2,1
"160227050",ＴＡＲＣ（ＣＯＶＩＤ−１９）,ＴＡＲＣ（ＣＯＶＩＤ−１９）,2,3,D,15,0,18
"160227150",赤痢アメーバ抗原定性,赤痢アメーバ抗原定性,2,3,D,12,0,42
"160227250",ｓＦｌｔ−１／ＰｌＧＦ比,ｓＦｌｔ−１／ＰｌＧＦ比,2,3,D,8,0,31
"160227350",ＲＯＳ１融合遺伝子検査（肺癌）（血液）,肺癌におけるＲＯＳ１融合遺伝子検査（血液）,2,3,D,4,2,1
"160227450",ＡＬＫ融合遺伝子検査（肺癌）（血液）,肺癌におけるＡＬＫ融合遺伝子検査（血液）,2,3,D,4,2,1
"160227550",ＮＴＲＫ融合遺伝子検査（固形癌）（血液）,固形癌におけるＮＴＲＫ融合遺伝子検査（血液）,2,3,D,4,2,1
"160227650",がんゲノムプロファイリング検査（検体提出時）（血液）,がんゲノムプロファイリング検査（検体提出時）（血液）,2,3,D,6,19,1
"160227750",ＲＯＳ１融合遺伝子、ＡＬＫ融合遺伝子（２項目）,ＲＯＳ１融合遺伝子検査（肺癌）（血液）、ＡＬＫ融合遺伝子検査（肺癌）（血液）（２項目）,2,3,D,4,2,1
"160227850",ＲＯＳ１融合遺伝子、ＥＧＦＲ遺伝子（２項目）,ＲＯＳ１融合遺伝子検査（肺癌）（血液）、ＥＧＦＲ遺伝子検査（血漿）（２項目）,2,3,D,4,2,1
"160227950",ＡＬＫ融合遺伝子、ＥＧＦＲ遺伝子（２項目）,ＡＬＫ融合遺伝子検査（肺癌）（血液）、ＥＧＦＲ遺伝子検査（血漿）（２項目）,2,3,D,4,2,1
"160228050",ＲＯＳ１融合遺伝子、ＡＬＫ融合遺伝子、ＥＧＦＲ遺伝子（３項目）,ＲＯＳ１融合遺伝子検査（肺癌）（血液）、ＡＬＫ融合遺伝子検査（肺癌）（血液）、ＥＧＦＲ遺伝子検査（血漿）（３項目）,2,3,D,4,2,1
"160228150",ＭＥＴｅｘ１４遺伝子検査、ＮＴＲＫ融合遺伝子（２項目）,ＭＥＴｅｘ１４遺伝子検査（血漿）、ＮＴＲＫ融合遺伝子検査（固形癌）（血液）（２項目）,2,3,D,4,2,1
"160228250",血中微生物検査（多項目自動血球分析装置）,血中微生物検査（多項目自動血球分析装置を用いる場合）,2,3,D,5,0,7
"160228350",抗Ｐ／Ｑ型ＶＧＣＣ抗体,抗Ｐ／Ｑ型電位依存性カルシウムチャネル抗体（抗Ｐ／Ｑ型ＶＧＣＣ抗体）,2,3,D,14,0,43
"160228450",マイクロサテライト不安定性検査（固形癌）,固形癌におけるマイクロサテライト不安定性検査,2,3,D,4,2,1
"160228550",ＥＺＨ２遺伝子検査（濾胞性リンパ腫）,濾胞性リンパ腫におけるＥＺＨ２遺伝子検査,2,3,D,4,2,1
"160228650",染色体ゲノムＤＮＡのコピー数変化及びヘテロ接合性の喪失測定,染色体ゲノムＤＮＡのコピー数変化及びヘテロ接合性の喪失測定,2,3,D,6,4,3
"160228750",抗カルジオリピンＩｇＭ抗体,抗カルジオリピンＩｇＭ抗体,2,3,D,14,0,27
"160228850",抗β２グリコプロテインＩＩｇＧ抗体,抗β２グリコプロテインＩＩｇＧ抗体,2,3,D,14,0,27
"160228950",抗β２グリコプロテインＩＩｇＭ抗体,抗β２グリコプロテインＩＩｇＭ抗体,2,3,D,14,0,27
"160229050",ｍｉｎｏｒ　ＢＣＲ−ＡＢＬ　ｍＲＮＡ,ｍｉｎｏｒ　ＢＣＲ−ＡＢＬ　ｍＲＮＡ,2,3,D,6,3,1
"160229150",ｐｈｉ,プロステートヘルスインデックス（ｐｈｉ）,2,3,D,9,0,8
"170000210",電子画像管理加算（単純撮影）,電子画像管理加算（単純撮影の場合）（一連の撮影につき）,2,4,E,0,0,0
"170000310",透視診断,透視診断,2,4,E,0,0,0
"170000410",単純撮影（イ）の写真診断,単純撮影（頭部、胸部、腹部又は脊椎）の写真診断,2,4,E,1,0,1
"170000510",単純撮影（ロ）の写真診断,単純撮影（その他の部位）の写真診断,2,4,E,1,0,1
"170000610",特殊撮影の写真診断,特殊撮影の写真診断（一連につき）,2,4,E,1,0,2
"170000730",特殊撮影の写真診断（他方と同時併施）,特殊撮影の写真診断（他方と同時併施）,2,4,E,1,0,5
"170000810",造影剤使用撮影の写真診断,造影剤使用撮影の写真診断,2,4,E,1,0,3
"170000910",単純間接撮影（イ）の写真診断,単純間接撮影（頭部、胸部、腹部又は脊椎）の写真診断,2,4,E,1,0,5
"170001010",単純間接撮影（ロ）の写真診断,単純間接撮影（その他の部位）の写真診断,2,4,E,1,0,5
"170001110",造影剤使用間接撮影の写真診断,造影剤使用間接撮影の写真診断,2,4,E,1,0,5
"170001250",他医撮影の写真診断（単純撮影・イ）,他医療機関撮影の写真診断（単純撮影・頭部、胸部、腹部又は脊椎）,2,4,E,1,0,5
"170001350",他医撮影の写真診断（単純撮影・ロ）,他医療機関撮影の写真診断（単純撮影・その他）,2,4,E,1,0,5
"170001450",他医撮影の写真診断（特殊撮影）,他医療機関撮影の写真診断（特殊撮影）,2,4,E,1,0,5
"170001550",他医撮影の写真診断（造影剤使用撮影）,他医療機関撮影の写真診断（造影剤使用撮影）,2,4,E,1,0,5
"170001650",他医間接撮影の写真診断（単純撮影・イ）,他医療機関間接撮影の写真診断（単純撮影・頭部、胸部、腹部又は脊椎）,2,4,E,1,0,5
"170001750",他医間接撮影の写真診断（単純撮影・ロ）,他医療機関間接撮影の写真診断（単純撮影・その他）,2,4,E,1,0,5
"170001850",他医間接撮影の写真診断（造影剤使用撮影）,他医療機関間接撮影の写真診断（造影剤使用撮影）,2,4,E,1,0,5
"170001910",単純撮影（アナログ撮影）,単純撮影（アナログ撮影）,2,4,E,2,0,1
"170002010",特殊撮影（アナログ撮影）,特殊撮影（一連につき）（アナログ撮影）,2,4,E,2,0,2
"170002110",造影剤使用撮影（アナログ撮影）,造影剤使用撮影（アナログ撮影）,2,4,E,2,0,3
"170002270",脳脊髄腔造影剤使用撮影加算,脳脊髄腔造影剤使用撮影加算,2,4,E,2,0,7
"170002310",心臓及び冠動脈造影（右心カテーテル）,心臓及び冠動脈造影（右心カテーテル）（一連につき）,2,4,E,2,0,8
"170002410",単純間接撮影（アナログ撮影）,単純間接撮影（アナログ撮影）,2,4,E,2,0,5
"170002510",造影剤使用間接撮影（アナログ撮影）,造影剤使用間接撮影（アナログ撮影）,2,4,E,2,0,5
"170005530",特殊撮影（診断・撮影）（アナログ撮影）,特殊撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170005630",特殊撮影（他方と同時併施）（診断・撮影）（アナログ撮影）,特殊撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170006530",パントモグラフィー（診断・撮影）（アナログ撮影）,パントモグラフィー（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170006630",パントモグラフィー（他方同時）（診断・撮影）（アナログ撮影）,パントモグラフィー（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170006930",断層撮影（診断・撮影）（アナログ撮影）,断層撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007030",断層撮影（他方と同時併施）（診断・撮影）（アナログ撮影）,断層撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007130",同時多層撮影（診断・撮影）（アナログ撮影）,同時多層撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007230",同時多層撮影（他方と同時併施）（診断・撮影）（アナログ撮影）,同時多層撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007330",回転横断撮影（診断・撮影）（アナログ撮影）,回転横断撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007430",回転横断撮影（他方と同時併施）（診断・撮影）（アナログ撮影）,回転横断撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007530",スポット撮影（診断・撮影）（アナログ撮影）,スポット撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170007630",スポット撮影（他方と同時併施）（診断・撮影）（アナログ撮影）,スポット撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170008130",側頭骨曲面断層撮影（診断・撮影）（アナログ撮影）,側頭骨曲面断層撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170008230",上顎骨曲面断層撮影（診断・撮影）（アナログ撮影）,上顎骨曲面断層撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170008330",副鼻腔曲面断層撮影（診断・撮影）（アナログ撮影）,副鼻腔曲面断層撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170008430",児頭骨盤不均衡特殊撮影（診断・撮影）（アナログ撮影）,児頭骨盤不均衡特殊撮影（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170008530",児頭骨盤不均衡特殊撮影（他方同時）（診断・撮影）（アナログ撮影）,児頭骨盤不均衡特殊撮影（他方と同時併施）（診断・撮影）（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170011650",エックス線フィルムサブトラクション（アナログ撮影）,エックス線フィルムサブトラクション（一連につき）（アナログ撮影）,2,4,E,2,0,9
"170011710",ＣＴ撮影（イ、ロ又はハ以外）,ＣＴ撮影（イ、ロ又はハ以外の場合）（一連につき）,2,4,E,200,0,1
"170011810",ＣＴ撮影（１６列以上６４列未満マルチスライス型機器）,ＣＴ撮影（１６列以上６４列未満のマルチスライス型の機器による場合）（一連につき）,2,4,E,200,0,1
"170012070",造影剤使用加算（ＣＴ）,造影剤使用加算（ＣＴ撮影）,2,4,E,200,0,3
"170012110",脳槽ＣＴ撮影（造影含む）,脳槽ＣＴ撮影（造影を含む。）（一連につき）,2,4,E,200,0,2
"170012210",造影剤注入手技（動脈造影カテーテル法）（イ以外）,造影剤注入手技（動脈造影カテーテル法）（イ以外の場合）,2,4,E,3,0,3
"170012410",造影剤注入手技（静脈造影カテーテル法）,造影剤注入手技（静脈造影カテーテル法）,2,4,E,3,0,4
"170012610",造影剤注入手技（気管支ファイバースコピー挿入）,造影剤注入手技（気管支ファイバースコピー挿入）,2,4,E,3,0,5
"170012710",胆管・膵管造影（胃・十二指腸ファイバースコピー）（画像診断）,胆管・膵管造影（胃・十二指腸ファイバースコピー）（一連につき）（画像診断）,2,4,E,2,0,9
"170012810",造影剤注入手技（尿管カテーテル法（両側））,造影剤注入手技（尿管カテーテル法（両側））,2,4,E,3,0,5
"170012910",造影剤注入手技（注腸）,造影剤注入手技（腔内注入及び穿刺注入）（注腸）,2,4,E,3,0,6
"170013010",造影剤注入手技（その他）,造影剤注入手技（腔内注入及び穿刺注入）（その他）,2,4,E,3,0,6
"170013150",造影剤注入手技（腰椎穿刺）,造影剤注入手技（腰椎穿刺注入）,2,4,E,3,0,6
"170013250",造影剤注入手技（関節腔内）,造影剤注入手技（関節腔内注入）,2,4,E,3,0,6
"170013350",造影剤注入手技（上顎洞穿刺）,造影剤注入手技（上顎洞穿刺注入）,2,4,E,3,0,6
"170013450",造影剤注入手技（気管内）,造影剤注入手技（気管内注入）,2,4,E,3,0,6
"170013550",造影剤注入手技（子宮卵管内）,造影剤注入手技（子宮卵管内注入）,2,4,E,3,0,6
"170013650",造影剤注入手技（胃・十二指腸ゾンデ挿入）,造影剤注入手技（胃・十二指腸ゾンデ挿入による注入）,2,4,E,3,0,6
"170013850",経皮経肝胆管造影における造影剤注入手技,経皮経肝胆管造影における造影剤注入手技,2,4,E,3,0,6
"170014050",精嚢撮影を行うための精管切開,精嚢撮影を行うための精管切開,2,4,E,3,0,6
"170014970",甲状腺ラジオアイソトープ摂取率測定加算,甲状腺ラジオアイソトープ摂取率測定加算,2,4,E,100,0,4
"170015010",シングルホトンエミッションコンピューター断層撮影,シングルホトンエミッションコンピューター断層撮影（同一のラジオアイソトープを用いた一連の検査につき）,2,4,E,101,0,0
"170015210",ＭＲＩ撮影（１又は２以外）,磁気共鳴コンピューター断層撮影（ＭＲＩ撮影）（１又は２以外の場合）（一連につき）,2,4,E,202,0,3
"170015310",核医学診断（１以外）,核医学診断（１以外の場合）,2,4,E,102,0,2
"170015410",コンピューター断層診断,コンピューター断層診断,2,4,E,203,0,0
"170015670",胆管・膵管造影法加算（画像診断）,胆管・膵管造影法加算（画像診断）,2,4,E,2,0,9
"170016010",時間外緊急院内画像診断加算,時間外緊急院内画像診断加算,2,4,E,0,0,0
"170016170",粘膜点墨法加算（画像診断）,粘膜点墨法加算（画像診断）,2,4,E,2,0,9
"170016210",非放射性キセノン脳血流動態検査,非放射性キセノン脳血流動態検査,2,4,E,201,0,0
"170016350",造影剤注入手技（胸椎穿刺）,造影剤注入手技（胸椎穿刺注入）,2,4,E,3,0,6
"170016450",造影剤注入手技（頸椎穿刺）,造影剤注入手技（頸椎穿刺注入）,2,4,E,3,0,6
"170016810",基本的エックス線診断料（４週間以内）,基本的エックス線診断料（入院の日から起算して４週間以内の期間）（１日につき）,2,4,E,4,0,1
"170016910",電子画像管理加算（特殊撮影）,電子画像管理加算（特殊撮影の場合）（一連の撮影につき）,2,4,E,0,0,0
"170017010",電子画像管理加算（造影剤使用撮影）,電子画像管理加算（造影剤使用撮影の場合）（一連の撮影につき）,2,4,E,0,0,0
"170017170",新生児加算（画像診断・エックス線診断）,新生児加算（画像診断・エックス線診断）,2,4,E,2,0,6
"170017270",乳幼児加算（画像診断・エックス線診断）,乳幼児加算（画像診断・エックス線診断）,2,4,E,2,0,6
"170017650",造影剤注入手技（膀胱内）,造影剤注入手技（膀胱内注入）,2,4,E,3,0,6
"170017750",造影剤注入手技（唾液腺）,造影剤注入手技（唾液腺注入）,2,4,E,3,0,6
"170017850",胆管に留置したドレーンチューブ等からの造影剤注入手技,胆管に留置したドレーンチューブ等からの造影剤注入手技,2,4,E,3,0,6
"170019130",特殊撮影（診断・撮影）（新生児）（アナログ撮影）,特殊撮影（診断・撮影）（一連につき）（新生児）（アナログ撮影）,2,4,E,2,0,9
"170019230",特殊撮影（診断・撮影）（乳幼児）（アナログ撮影）,特殊撮影（診断・撮影）（一連につき）（３歳未満の乳幼児）（アナログ撮影）,2,4,E,2,0,9
"170019330",特殊撮影（他方同時）（診断・撮影）（新生児）（アナログ撮影）,特殊撮影（他方と同時併施）（診断・撮影）（一連につき）（新生児）（アナログ撮影）,2,4,E,2,0,9
"170019430",特殊撮影（他方同時）（診断・撮影）（乳幼児）（アナログ撮影）,特殊撮影（他方と同時併施）（診断・撮影）（一連につき）（３歳未満の乳幼児）（アナログ撮影）,2,4,E,2,0,9
"170019950",他医撮影のコンピューター断層診断,他医療機関撮影のコンピューター断層診断,2,4,E,203,0,0
"170020070",断層撮影負荷試験加算,断層撮影負荷試験加算,2,4,E,101,0,0
"170020110",ＭＲＩ撮影（１．５テスラ以上３テスラ未満の機器）,磁気共鳴コンピューター断層撮影（ＭＲＩ撮影）（１．５テスラ以上３テスラ未満の機器による場合）（一連につき）,2,4,E,202,0,2
"170020370",胆管・膵管鏡加算（画像診断）,胆管・膵管鏡加算（画像診断）,2,4,E,2,0,9
"170020470",造影剤使用加算（ＭＲＩ）,造影剤使用加算（ＭＲＩ撮影）,2,4,E,202,0,5
"170020570",間接撮影５０％逓減加算,間接撮影５０％逓減加算,2,4,E,1,0,5
"170020610",ポジトロン断層撮影（１５Ｏ標識ガス剤使用）,ポジトロン断層撮影（１５Ｏ標識ガス剤を用いた場合）（一連の検査につき）,2,4,E,101,2,1
"170020710",心臓及び冠動脈造影（左心カテーテル）,心臓及び冠動脈造影（左心カテーテル）（一連につき）,2,4,E,2,0,8
"170020950",高速心大血管連続撮影装置による撮影（撮影）（アナログ撮影）,高速心大血管連続撮影装置による撮影（撮影）（アナログ撮影）,2,4,E,2,0,9
"170021150",椎間板造影（撮影）（アナログ撮影）,椎間板造影（撮影）（アナログ撮影）,2,4,E,2,0,9
"170021550",単純撮影（イ）の写真診断（手前２枚以上撮影）,単純撮影（頭部、胸部、腹部又は脊椎）の写真診断（手前２枚以上撮影）,2,4,E,1,0,6
"170021650",単純間接撮影（イ）の写真診断（手前２枚以上撮影）,単純間接撮影（頭部、胸部、腹部又は脊椎）の写真診断（手前２枚以上撮影）,2,4,E,1,0,6
"170021750",単純撮影（撮影）（手前２枚以上撮影）（アナログ撮影）,単純撮影（撮影）（手前２枚以上撮影）（アナログ撮影）,2,4,E,2,0,10
"170021850",単純間接撮影（撮影）（手前２枚以上撮影）（アナログ撮影）,単純間接撮影（撮影）（手前２枚以上撮影）（アナログ撮影）,2,4,E,2,0,10
"170021970",手術前医学管理料による２枚以上撮影,手術前医学管理料による２枚以上撮影,2,4,E,2,0,10
"170022010",基本的エックス線診断料（４週間超）,基本的エックス線診断料（入院の日から起算して４週間を超えた期間）（１日につき）,2,4,E,4,0,2
"170022290","２回目以降減算（ＣＴ、ＭＲＩ）","２回目以降減算（ＣＴ、ＭＲＩ）（一連につき）",2,4,E,200,0,0
